name;gender;spk_class;nb_turn;total_length
Pascal_SCHMITT;male;1;56;234.59500000000025
Pascal_BRINDEAU;male;1;17;103.92999999999984
unk_914;NA;1;1;5.634999999999991
Lionel_OVADIA;male;1;7;25.62000000000012
unk_710;NA;1;4;9.186999999999898
Stephane_LE_FOLL;male;1;3;21.611999999999625
Valerie_BERANGER;female;1;24;217.4799999999999
unk_488;NA;1;3;4.466000000000122
unk_712;NA;1;6;9.782999999999902
Jeremy_BROSSARD;male;1;17;159.14999999999992
unk_643;NA;1;1;1.3310000000000004
Bernadette_CHIRAC;female;1;4;6.670000000000073
unk_13;NA;1;1;8.860000000000014
unk_597;NA;1;3;5.366999999999962
Daniel_ROSENBLUM;male;1;51;130.52100000000019
Yann_WEHRLING;male;1;35;348.8560000000002
Sandrine_MAZETIER;female;1;35;271.56500000000005
unk_1155;NA;1;15;75.81600000000002
Gerard_COURCHELLE;male;4;692;3103.4660000000003
Haida_THOUIRI;female;1;51;214.95199999999977
unk_897;NA;1;15;48.30899999999974
Robert_HUE;male;1;5;23.752999999999986
Herve_FERON;male;1;17;106.60699999999997
unk_964;NA;1;1;2.1709999999999354
Francoise_DE_PANAFIEU;female;4;204;731.1530000000001
Ania_VOGEL;female;1;32;138.28099999999995
Stephane_IGLESIS;male;1;53;190.63000000000002
Jean-Yves_MANO;male;1;25;73.1
Catherine_VAUTRIN;female;3;70;673.6630000000001
Mireille_LEMARESQUIER;female;4;210;755.6390000000001
Richard_MALLIE;male;1;4;18.286000000000058
unk_714;NA;1;2;1.3209999999999127
unk_469;NA;1;1;4.967999999999847
Laurence_TUBIANA;female;1;8;58.36500000000001
Michel_ROUSSIN;male;1;2;4.109000000000151
Francis_LEFEBVRE;male;1;21;71.22800000000007
Jennifer_GALIN;female;1;5;22.254000000000133
Bernard_DEBRE;male;1;44;234.3189999999998
Christelle_CAILLAUD;female;1;7;26.641999999999825
Philippe_RABUT;male;2;210;586.9199999999992
unk_1123;NA;1;7;19.976000000000113
Anne_COLDEFY;female;1;16;63.55500000000001
Laetitia_GAYET;female;1;15;43.95099999999991
Pierre_LELLOUCHE;male;1;43;163.78199999999975
unk_667;NA;1;2;6.983999999999924
Francis_HILLMEYER;male;1;46;189.25600000000009
unk_1076;NA;1;1;5.3270000000002256
Jamie_SHAE;male;1;10;50.00299999999993
Germain_ANDRIEUX;male;4;87;636.1749999999997
Jean-Michel_APATHIE;male;2;168;564.9260000000003
Olivier_DUHAMEL;male;1;65;186.02600000000007
unk_1145;NA;1;18;52.33300000000031
Serena_MOSSEY;female;1;5;14.88000000000011
Christophe_CHAMBON;male;1;49;252.67299999999977
Michel_DARRE;male;1;10;51.601
Jean-Michel_BAYLET;male;1;1;6.787000000000035
Michel_GARCIA;male;1;11;58.54000000000008
unk_804;NA;1;1;0.6889999999998508
unk_1065;NA;1;2;13.593000000000302
unk_590;NA;1;1;18.531000000000176
unk_528;NA;1;3;14.807999999999993
Petr_JANYSKA;male;4;139;731.5529999999999
unk_1120;NA;1;2;21.861999999999966
Nicole_GUILLARD;female;1;17;54.85399999999993
Antoine_GLASER;male;1;41;304.7710000000002
unk_908;NA;1;2;10.642000000000053
unk_892;NA;1;6;20.519999999999982
unk_458;NA;1;1;2.800000000000182
Olivier_DUSSOPT;male;1;44;241.87699999999984
Maurice_VIOLETON;male;1;12;41.697000000000116
unk_455;NA;1;3;9.35599999999988
Roland_SICARD;male;1;1;0.90199999999993
Jean-Luc_CRETIER;male;1;10;37.87599999999975
Charles_HOAREAU;male;1;18;59.64199999999997
Christophe_DECHAVANNE;male;1;2;14.380999999999858
Francois_ROUDIER;male;1;19;203.4699999999998
Chloe_BUFFARD;female;4;87;768.705
Xavier_ROUSSELOU;male;1;37;324.7610000000009
Nicolas_HENIN;male;1;14;46.49799999999999
Jean-Marie_SCHLERET;male;1;15;62.79300000000012
unk_1093;NA;1;3;14.389999999999873
Jacques_CHIRAC;male;1;52;302.59299999999985
unk_936;NA;1;6;16.9050000000002
Brahim_ASLOUM;male;1;32;122.00900000000001
Christophe_VAREILLE;male;1;2;25.47399999999999
Jan_TOMBINSKI;male;1;7;25.12700000000001
Marjorie_ROULMANN;female;1;11;38.809999999999945
unk_533;NA;1;3;6.942000000000007
unk_640;NA;1;7;15.103999999999742
unk_536;NA;1;1;2.180000000000291
Didier_DESCHAMPS;male;1;7;47.823999999999614
Candice_MAHOUT;female;1;11;67.30900000000008
Christian_SEIGLE-FERRAND;male;1;2;28.2079999999998
Apolline_DE_MALHERBE;female;1;20;205.66100000000066
Michel_LAGARDE;male;1;15;51.17500000000018
unk_1058;NA;1;17;63.0960000000004
Michel_LEGRAND;male;1;47;162.27500000000055
Fouad_ALAOUI;male;1;13;45.92000000000007
unk_705;NA;1;2;9.105999999999767
unk_924;NA;1;2;13.18800000000033
Dominique_BUSSEREAU;male;1;38;267.96900000000016
Chantal_HEROUARD;female;1;16;55.16699999999989
Anna_MOREAU;male;1;7;39.447999999999865
unk_935;NA;1;5;14.774000000000001
Michel_FIZE;male;1;7;18.717999999999847
Laurence_FERRARI;female;1;5;25.55100000000013
unk_551;NA;1;2;8.592000000000098
Gabriel_VERSINI-BULLARA;male;1;3;22.222999999999956
unk_794;NA;1;1;2.09900000000016
Latifa_IBN_ZIATEN;female;1;6;37.07500000000027
Nathalie_BOURRUS;female;1;35;133.07499999999996
unk_523;NA;1;6;42.070000000000164
Nicolas_PERRUCHOT;male;1;45;322.07500000000016
Elina_DUMONT;female;1;23;79.64700000000008
Marie-Francoise_CLERGEAU;female;1;15;120.10699999999997
Pauline_DE_SAINT_REMY;female;1;4;50.585000000000036
unk_915;NA;1;1;3.4700000000000273
Frederic_CARBONNE;male;1;1;5.473000000000013
Thierry_BENOIT;male;1;21;108.25799999999981
unk_1168;NA;1;1;11.285000000000082
Christine_BOUBET;female;1;6;53.80899999999974
Francois-Xavier_FRELAND;male;1;28;101.07399999999961
Henri_VERNET;male;1;33;104.15100000000007
unk_1101;NA;1;1;2.1200000000000045
unk_1022;NA;1;27;86.03399999999851
Claude_BODIN;male;1;15;100.13399999999996
unk_454;NA;1;3;11.412000000000262
Nicole_YARDENI;female;1;4;30.574000000000012
Jerome_SUSINI;male;1;13;69.72200000000007
Annick_LEPETIT;female;1;25;134.0010000000002
Anne_SINCLAIR;female;1;2;13.82000000000005
Jean-Pierre_RAFFARIN;male;1;7;30.985000000000014
Axel_KAHN;male;1;12;55.2030000000002
Thierry_ARNAUD;male;1;38;381.1170000000003
Isabelle_GIORDANO;female;4;650;1788.8130000000006
Stephane_PATUREY;male;1;3;28.92599999999993
Julien_BONNAIRE;male;1;2;15.934999999999945
Damien_DUQUESNE;male;1;1;12.079000000000178
Francois_AUBART;male;1;3;15.935999999999922
unk_357;NA;1;5;16.83299999999997
David_BRUNET;male;1;3;17.823000000000093
Didier_PONZIO;male;1;3;14.85800000000063
unk_797;NA;1;2;6.1599999999998545
Sonia_PRINCET;female;1;32;122.36500000000001
Marie-Ange_LESCURE;female;1;68;251.31400000000008
Jacques_BICHEGLIA;male;1;17;54.30000000000007
unk_350;NA;1;42;154.76999999999953
Elisabeth_VALLEE;female;1;3;10.601999999999975
unk_696;NA;1;2;2.643000000000029
Pauline_REVENAZ;female;1;9;62.28200000000015
unk_834;NA;1;2;4.609999999999673
unk_1173;NA;1;1;7.639000000000124
Frederic_GRANDCOLAS;male;1;12;39.289999999999964
Dominique_DE_MONTVALON;male;1;27;227.55700000000024
Catherine_GERST;female;1;45;318.9559999999997
unk_960;NA;1;1;2.100999999999999
Virginie_DUVAL;female;1;18;155.2260000000001
Edouard_BARREIRO;male;1;21;174.17000000000007
Lise_JOLLY;female;2;142;540.5200000000001
Patrick_HERMANSEN;male;1;12;76.61200000000036
Stephanie_BRAQUEHAIS;female;1;56;182.50999999999996
unk_902;NA;1;19;54.096000000000004
unk_443;NA;2;101;352.1379999999999
Philippe_DOUCET;male;1;3;27.47400000000016
unk_477;NA;1;25;119.25600000000031
unk_711;NA;1;8;16.491999999999734
Erwann_BINET;male;1;9;91.98500000000001
Riwane_VAILLANT;female;1;47;142.676
Jean-Marie_LEBLANC;male;1;9;44.319000000000074
Jean-Rene_DELEU;male;1;8;80.70600000000033
unk_666;NA;1;1;3.492999999999938
unk_603;NA;1;2;7.6159999999999854
unk_1030;NA;1;15;56.128999999999905
Brune_DAUBRE;female;1;20;117.84300000000002
unk_976;NA;1;3;9.986000000000104
Gerald_ROUX;male;1;66;299.3380000000011
Marine_HAY;female;1;4;43.302999999999884
unk_1234;NA;1;3;22.949000000000296
Hongyan_PI;female;1;2;1.9760000000001696
Florence_PARACUELLOS;female;1;35;138.49000000000024
Damien_FLEUROT;male;1;51;447.5379999999998
Eric_STRAUMANN;male;1;16;126.34900000000016
Randa_KASSIS;female;1;35;235.4930000000004
Daniele_HOFFMAN-RISPAL;female;1;5;38.285999999999945
unk_675;NA;1;3;7.361999999999853
Marc_CREPIN;male;1;52;213.0809999999999
unk_973;NA;1;4;9.591000000000122
Philippe_PERDRIX;male;1;30;114.58799999999974
Benoist_APPARU;male;1;43;276.3409999999999
Christophe_CHAMPIN;male;1;22;60.09500000000003
Charles_DE_COURSON;male;2;82;469.01600000000053
Patrick_BLOCHE;male;1;14;102.61999999999989
Avi_PAZNER;male;1;6;39.83899999999994
unk_475;NA;1;12;27.194999999999908
unk_739;NA;1;20;75.83199999999988
unk_1131;NA;1;1;9.743000000000166
Jean-Christophe_FROMANTIN;male;1;31;280.4569999999999
unk_459;NA;1;1;1.1899999999998272
unk_819;NA;1;6;27.048000000000002
Dominique_RUFFIE;male;1;2;16.372999999999593
Valerie_PECRESSE;female;4;130;1029.9920000000002
Christian_BATAILLE;male;1;15;64.22399999999999
Eymard_DU_CHATENET;male;1;9;22.7349999999999
unk_1031;NA;1;5;17.266000000000076
Yves_COPPENS;male;1;5;24.981000000000222
Frederic_DOMONT;male;1;18;77.27200000000002
Eric_RAOULT;male;1;2;17.358000000000004
unk_996;NA;1;3;11.821999999999889
Vincent_RODRIGUEZ;male;1;51;202.71100000000024
unk_514;NA;1;8;16.57300000000032
unk_461;NA;1;2;3.3719999999998436
unk_716;NA;1;5;15.44900000000007
unk_717;NA;1;4;9.872999999999593
Yves_CALVI;male;1;1;2.6429999999999154
Olivier_BESANCENOT;male;1;5;31.182000000000016
Philippe_JOUAILLE;male;1;2;16.99799999999999
Jean-Luc_SOUVETON;male;1;3;12.371000000000095
unk_825;NA;1;4;17.65999999999974
Marie-Charlotte_ANTONINI;female;1;5;27.251999999999498
Christian_CHESNOT;male;1;16;41.257000000000176
Guy_GEOFFROY;male;1;3;35.240999999999985
unk_685;NA;1;6;17.003000000000156
Eric_MAILLAUD;male;1;3;31.11500000000001
Frederic_METTEZ;male;1;1;2.538000000000011
Gerard_PORTE;male;1;17;141.1749999999995
Daniel_BAAL;male;1;6;27.379999999999995
Patrick_SAUCE;male;1;10;87.37099999999964
Franck_MERMIER;male;1;2;24.519999999999982
Marc_LEDIG;male;1;26;56.00800000000004
unk_890;NA;1;51;164.77100000000024
unk_736;NA;1;19;59.75200000000001
unk_1015;NA;1;4;17.833000000000084
unk_791;NA;1;1;3.0529999999998836
Helene_CARDIN;female;4;372;982.336000000001
unk_530;NA;1;2;9.429000000000087
Sarah_GHIBAUDO;female;1;13;83.411
Hugues_RIMAUD;male;1;5;26.504999999999654
unk_1075;NA;1;3;4.253999999999678
unk_1040;NA;1;1;2.0210000000001855
unk_1012;NA;1;4;21.889000000000124
unk_1171;NA;1;21;143.25499999999897
unk_801;NA;1;2;3.461999999999989
unk_1085;NA;1;4;14.731000000000222
Gerard_COLLOMB;male;1;4;17.867999999999995
Thomas_BRUNELLI;male;1;8;37.94
Eric_VALMIR;male;1;2;10.524000000000001
Jules-Jean_VIALLE;male;1;2;9.409000000000049
Philippe_LETEVE;male;1;2;12.413000000000011
Chantal_BRUNEL;female;1;14;125.35499999999956
unk_1033;NA;1;4;24.666999999999916
unk_1148;NA;1;16;62.239999999999895
Jean-Bernard_CADIER;male;1;8;68.565
Dominique_VOYNET;female;1;14;58.553000000000054
unk_815;NA;1;16;48.73900000000003
unk_731;NA;1;1;1.5909999999998945
Rodolphe_LANDAIS;male;1;22;63.58199999999988
Wallerand_DE_SAINT-JUST;male;1;2;11.46999999999997
Marcel_WELTMAN;male;1;3;18.807000000000016
Christian_LAMBERT;male;1;3;16.327000000000226
Marie-Laurence_DALLA;female;1;10;35.30400000000009
unk_573;NA;1;8;20.7170000000001
unk_1061;NA;1;9;45.710999999999785
Marc_BLONDEL;male;1;9;46.34500000000003
unk_1019;NA;1;12;53.12200000000007
Tony_CELIER;male;1;23;82.00599999999997
Pascal_MIZRAHI;male;4;182;648.2159999999999
unk_644;NA;1;5;6.487000000000023
Pierre_LORRAIN;male;1;26;171.79700000000048
Vital_KAMERE;male;1;20;60.07999999999999
Laurent_MAURINOT;male;1;14;61.41999999999996
unk_958;NA;1;1;4.015999999999991
Alain_WEILL;male;1;25;238.91600000000108
unk_881;NA;1;12;27.700999999999453
Gerard_BLONCOURT;male;1;13;65.78899999999976
Philippe_RELTIEN;male;4;481;1704.897000000001
Bruno_CHAUTEMPS;male;1;5;18.855999999999995
Olivier_DE_BERRANGER;male;4;152;737.6909999999996
unk_957;NA;1;6;28.604000000000042
Francois_CHAULET;male;1;5;49.16700000000003
Matthias_GURTLER;male;1;2;14.067000000000007
Marc_FAUVEL;male;1;17;54.405999999999494
Brigitte_BOUCHER;female;4;1212;8649.164999999999
Jean-Michel_HIBON;male;1;9;37.59699999999998
Francoise_PASSERA;female;1;14;58.189000000000306
unk_721;NA;1;2;8.105000000000018
Jacques_BOMPARD;male;1;38;289.36599999999964
Lucien_BITTERLIN;male;1;14;62.071
Jean-Francois_PERES;male;1;61;251.3070000000007
Martine_SEVILLA;female;1;12;59.0930000000003
Jean-Emmanuel_ROBERT;male;1;5;22.403999999999996
Laurent_GAURIAT;male;1;8;25.05100000000016
Patrick_MENNUCCI;male;1;32;179.49199999999973
unk_809;NA;1;10;48.74100000000044
Ariane_OBOLENSKY;female;1;12;49.802000000000135
unk_907;NA;1;1;0.8089999999999691
Yannick_DANIO;male;1;34;217.20699999999988
Alexandre_ADLER;male;2;94;289.159
Denis_BAUPIN;male;1;5;18.88799999999992
unk_531;NA;1;4;13.650000000000091
unk_828;NA;1;9;20.663000000000125
Isabelle_BACHY;female;1;12;44.97800000000001
Michel_CYMES;male;1;4;7.30600000000004
Simon_COHEN;male;1;11;39.82900000000001
Cedric_DECOEUR;male;1;35;165.79700000000003
Pascal_CHAMPVERT;male;1;19;47.399
Jacques_PREVOST;male;1;16;67.255
Yohann_RELAT;male;4;116;621.3050000000002
Thierry_BEAUMONT;male;1;40;110.50499999999965
Morgane_MERTEUIL;female;1;30;147.57000000000153
unk_753;NA;1;11;25.676999999999765
Jean-Michel_LEMETEYER;male;1;15;70.55899999999986
Carine_SEILER;female;1;21;59.097000000000094
Roger_CLAUDET;male;1;13;56.230999999999995
Jack_LANG;male;1;48;139.03999999999996
Marisol_TOURAINE;female;1;28;235.2009999999999
Chantal_DOUSSOUS;female;1;14;58.91899999999987
Eva_JOLY;female;2;79;326.9529999999999
Ilan_GREILSAMMER;male;1;5;25.265999999999963
unk_1054;NA;1;6;23.903999999999996
Patrick_CHENE;male;1;1;3.3070000000000164
Axel_URGIN;male;1;4;11.061000000000035
unk_1177;NA;1;17;80.39400000000023
Nathalie_FONTREL;female;2;145;531.8969999999997
Christian_ROUDAUT;male;1;34;107.02599999999995
Paul_PHILIPPOT;male;2;82;278.12
Manuel_RUFFEZ;male;1;8;42.29900000000043
Fabien_LEFORT;male;1;58;352.0770000000002
Philippe_JUVIN;male;1;19;143.46099999999979
Javier_ZUNIGA;male;1;13;55.89799999999997
unk_467;NA;1;10;26.665999999999713
Pascale_KELLA;female;1;15;100.048
unk_1187;NA;1;4;19.812999999999874
Laurent_GOUEDARD;male;1;11;42.59500000000003
Sylvie_BERRUET;female;4;92;626.47
unk_760;NA;1;9;33.608999999999966
unk_670;NA;1;1;5.18100000000004
Louis_VINET;male;1;7;29.428999999999178
Nicolas_DEMORAND;male;2;141;445.8199999999982
unk_1105;NA;1;4;23.77600000000001
Frank_SIGNORINO;male;1;4;12.190999999999804
Yves_BOUTRY;male;1;2;0.6619999999999209
Richard_PLACE;male;1;34;125.43999999999994
Patrick_BAUDOUIN;male;1;59;428.42599999999857
Michel_SAPIN;male;1;22;97.68700000000013
Hugues_OBRY;male;1;25;146.54100000000005
Marwane_BEN_YAHMED;male;1;36;215.12200000000075
unk_876;NA;1;3;5.921999999999912
unk_863;NA;1;7;27.355000000000473
Juan-Antonio_SAMARANCH;male;1;7;40.726999999999975
Melanie_BERTRAND;female;1;8;82.10500000000002
Daniel_GOLDBERG;male;1;2;15.821000000000026
Germain_TREILLE;male;1;29;138.01200000000017
Celine_COURATIN;female;1;9;67.647
Amaury_LEVEAUX;male;1;1;11.976999999999975
Thibaud_VINCENT;male;1;35;128.06500000000005
Francois_DURPAIRE;male;1;33;325.653
Francois-Xavier_WEILL;male;1;46;238.51299999999992
Alain_MADELIN;male;1;6;23.159000000000106
Malisa_CASTILLO;female;1;4;18.994
unk_913;NA;1;1;5.501999999999953
unk_869;NA;1;4;16.882000000000176
unk_577;NA;1;1;2.6970000000000027
Olivier_MARTOCK;male;1;28;80.91599999999993
Michel_MELZ;male;1;9;37.09700000000004
unk_788;NA;1;5;18.246000000000095
unk_473;NA;1;2;4.494000000000142
Jean-Michel_CADIOT;male;2;100;426.6520000000005
Robert_BOURGI;male;1;42;95.72300000000106
unk_816;NA;1;7;16.860000000000127
Celine_MISSOFFE;female;1;11;89.96399999999949
Michel_MERCIER;male;1;31;224.23400000000004
unk_614;NA;1;1;3.328000000000202
unk_604;NA;1;6;17.73400000000038
Celia_FAUSSART;female;1;15;53.70100000000002
Marie-Cecile_PICQUET;female;1;33;93.42399999999998
Nicolas_DESFORGES;male;1;10;85.32699999999988
unk_870;NA;1;2;2.002999999999929
Pascale_CLARK;female;4;1204;5150.049999999999
Veronique_JULIA;female;1;36;166.50000000000003
unk_568;NA;1;4;15.420999999999822
Stephane_CHARBONNIER;male;1;4;32.84899999999976
Laurence_SIMON;female;4;251;852.8489999999998
unk_1026;NA;1;5;20.110000000000127
Benoit_HARTMANN;male;1;23;172.77100000000019
unk_769;NA;1;2;3.0450000000000728
Corinne_CUTILLA;female;1;24;89.92400000000013
Michel_MARCHET;male;1;5;31.978000000000065
Annie_BAGLIN;female;1;6;16.513999999999896
Antoine_BASBOUS;male;2;80;462.1499999999994
Guillaume_VANHEMS;male;4;570;2166.3460000000014
Margaux_DE_FROUVILLE;female;1;21;165.16800000000035
Siba_NASSER;female;1;66;320.01200000000017
Olivier_FAURE;male;1;33;228.28299999999945
Leslie_LE_TAC;male;1;12;55.65599999999995
Jimmy_PAHUN;male;1;7;26.815000000000055
Frederic_SALDMANN;male;1;6;21.50400000000002
Nicolas_DUPONT-AIGNAN;male;2;100;536.2630000000001
unk_1069;NA;1;4;14.169000000000324
Mohamed_BECHARI;male;1;6;22.990999999999985
unk_826;NA;1;6;20.374999999999886
Thor_HUSHOVD;male;1;2;13.739000000000033
Laurent_GUILLEMOT;male;1;7;25.610000000000014
Pierre_MOSCOVICI;male;1;66;302.0359999999996
Bertrand_DE_MONTESQUIOU;male;1;22;91.94700000000012
Marie-Madeleine_ALLIOT;female;1;9;18.80799999999931
Marie_DUQUESNE;female;1;20;162.817
Yvan_MARZOLF;male;1;24;89.23099999999977
Guy-Noel_MOSER;male;1;12;51.03300000000013
unk_317;NA;1;1;2.598000000000013
unk_697;NA;1;2;8.347999999999956
Vincent_BEZAULT;male;1;49;146.7579999999998
Bel_KACEM;male;1;24;70.92700000000013
Brice_HORTEFEUX;male;1;8;62.01300000000009
Harlem_DESIR;male;1;2;20.58800000000008
Quentin_DICKINSON;male;4;363;1103.1900000000014
Jean_LEONETTI;male;1;57;216.40899999999988
unk_1002;NA;1;1;1.2829999999999018
unk_1146;NA;1;11;46.69800000000038
Lysiane_BLE;female;1;3;5.831000000000074
unk_704;NA;1;1;1.2269999999998618
Hubert_VEDRINE;male;1;14;50.68000000000001
unk_693;NA;1;5;10.573999999999842
unk_649;NA;1;7;15.476000000000283
Henri_EMMANUELLI;male;1;65;286.3449999999997
Michel_LASSERE;male;1;6;20.66599999999994
Michel_CORRIAUX;male;1;3;29.915000000000077
unk_607;NA;1;6;21.97199999999998
Philippe_BOCCARA;male;1;13;53.381
Jean-Paul_CHAGNOLEAU;male;1;20;70.7819999999997
unk_377;NA;1;6;21.016000000000076
Lise_RECHAUVIAC;female;1;5;16.855999999999995
unk_925;NA;1;1;5.532000000000039
Jerome_FERNANDEZ;male;1;2;17.40100000000001
unk_345;NA;1;15;42.28400000000005
Francis_DECOURRIERE;male;1;10;35.783000000000015
Marco_SAN-PIETRO;male;1;12;52.70399999999972
Henri_STERDYNIAK;male;1;36;168.32099999999969
Stephanie_DE_MURU;female;1;3;37.432000000000016
